urdb_rate_id,urdb_rate_id_new
5d434dc55457a3c72fdc8c3d,66b632e85b8717d9a6009801
5d4affc15457a3943addb2db,5d4affc15457a3943addb2db
5d4351225457a38f63dc8c3c,66b637c25b8717d9a6009805
