county_id,ba,nercregion
1416,p92,SRCE
1417,p132,ISNE
1418,p69,MISW
1419,p92,SRCE
1420,p64,TRE
1421,p99,PJMD
1422,p87,MISS
1423,p103,MISE
1424,p99,PJMD
1425,p127,NYUP
1426,p38,SPPN
1427,p31,SRSG
1428,p63,TRE
1429,p108,SRCE
1430,p105,MISC
1431,p50,SPPS
1432,p121,PJMW
1433,p87,SRSE
1434,p47,SPPS
1435,p9,CANO
1436,p50,SPPS
1437,p107,MISC
1438,p55,SPPC
1439,p105,PJMW
1440,p50,SPPS
1441,p99,PJMD
1442,p5,NWPP
1443,p50,SPPS
1444,p40,SPPN
1445,p118,PJMW
1446,p24,RMRG
1447,p87,MISS
1448,p48,SPPS
1449,p41,SPPN
1450,p92,SRCE
1451,p38,SPPN
1452,p45,SPPN
1453,p38,SPPN
1454,p100,PJMD
1455,p122,PJME
1456,p82,MISC
1457,p107,MISC
1458,p58,MISS
1459,p122,PJME
1460,p126,PJME
1461,p116,PJMW
1462,p94,SRSE
1463,p117,PJMW
1464,p127,NYUP
1465,p109,SRCE
1467,p126,PJME
1468,p85,MISS
1469,p85,MISS
1470,p71,MISC
1471,p122,PJME
1472,p53,SPPC
1473,p74,MISW
1474,p107,MISC
1475,p35,MISW
1476,p20,NWPP
1477,p69,MISW
1478,p57,SPPS
1479,p46,MISW
1480,p63,TRE
1481,p53,SPPC
1482,p37,SPPN
1483,p92,SRCE
1484,p53,SPPC
1485,p36,SPPN
1486,p92,SRCE
1487,p88,SRCE
1488,p112,PJMW
1489,p34,RMRG
1490,p123,PJME
1491,p42,MISW
1492,p134,ISNE
1493,p101,FRCC
1494,p53,SPPC
1495,p87,MISS
1496,p42,MISW
1497,p74,MISW
1498,p64,TRE
1499,p39,SPPN
1500,p101,FRCC
1501,p94,SRSE
1502,p123,PJME
1503,p105,PJMW
1504,p52,SPPC
1505,p41,SPPN
1506,p69,MISW
1507,p93,SRCE
1508,p85,MISS
1509,p101,FRCC
1510,p109,SRCE
1511,p95,SRCA
1512,p99,PJMD
1513,p90,SRSE
1514,p105,PJMW
1515,p101,FRCC
1516,p119,PJME
1518,p85,MISS
1519,p90,SRSE
1520,p98,PJMD
1521,p48,SPPS
1522,p10,SRSG
1523,p43,MISW
1524,p1,NWPP
1525,p8,CANO
1526,p62,TRE
1527,p41,SPPN
1528,p64,TRE
1529,p111,PJMW
1530,p98,PJMD
1531,p92,SRCE
1532,p94,SRSE
1533,p70,SPPN
1534,p95,SRCA
1535,p103,MISE
1536,p54,SPPC
1537,p68,MISW
1538,p109,SRCE
1539,p99,PJMD
1540,p105,PJMW
1541,p108,SRCE
1542,p1,NWPP
1543,p37,SPPN
1544,p105,PJMW
1545,p115,PJMW
1546,p58,MISS
1547,p87,MISS
1548,p40,SPPN
1549,p63,TRE
1550,p92,SRCE
1551,p33,RMRG
1552,p99,PJMD
1553,p2,NWPP
1554,p77,MISW
1555,p94,SRSE
1556,p36,SPPN
1557,p99,PJMD
1558,p72,MISC
1559,p94,SRSE
1560,p110,PJMW
1561,p99,PJMD
1562,p58,MISS
1563,p44,SPPN
1564,p58,MISS
1565,p47,SPPS
1566,p37,SPPN
1567,p72,MISC
1568,p38,SPPN
1569,p111,PJMW
1570,p118,PJMW
1571,p35,SPPN
1572,p81,MISC
1573,p53,SPPC
1574,p50,SPPS
1575,p122,PJME
1576,p118,PJMW
1577,p58,SPPS
1578,p98,PJMD
1579,p85,MISS
1580,p37,SPPN
1581,p2,NWPP
1582,p90,SRSE
1583,p105,MISC
1584,p9,CANO
1585,p21,BASN
1586,p33,RMRG
1587,p122,PJME
1588,p58,MISS
1589,p34,RMRG
1590,p94,SRSE
1591,p25,BASN
1592,p126,PJME
1593,p38,SPPN
1594,p71,MISC
1595,p109,SRCE
1596,p36,SPPN
1597,p90,SRSE
1598,p53,SPPC
1599,p94,SRCE
1600,p122,PJME
1601,p43,MISW
1602,p94,SRSE
1603,p43,MISW
1604,p58,SPPS
1605,p72,MISC
1606,p33,RMRG
1607,p25,BASN
1608,p81,MISC
1609,p60,SPPS
1610,p115,PJMW
1611,p96,SRCA
1612,p50,SPPS
1613,p61,TRE
1614,p127,NYUP
1615,p94,SRSE
1616,p101,FRCC
1617,p107,MISC
1618,p107,MISC
1619,p129,ISNE
1620,p90,SRSE
1621,p93,SRCE
1622,p112,PJMW
1623,p101,FRCC
1624,p39,SPPN
1625,p2,NWPP
1626,p89,SRSE
1627,p83,MISC
1628,p94,SRSE
1629,p31,RMRG
1630,p68,MISW
1631,p85,SPPS
1632,p9,CANO
1633,p15,BASN
1634,p99,PJMD
1635,p94,SRSE
1636,p118,PJMW
1637,p97,SRCA
1638,p37,SPPN
1639,p92,SRCE
1640,p63,TRE
1641,p90,SRSE
1642,p53,SPPC
1643,p53,SPPC
1644,p16,BASN
1645,p14,NWPP
1646,p103,MISE
1647,p20,NWPP
1648,p126,PJME
1649,p66,MISS
1650,p58,SPPS
1651,p122,PJME
1652,p101,FRCC
1653,p53,SPPC
1654,p117,PJMW
1655,p53,SPPC
1656,p3,NWPP
1657,p86,MISS
1658,p122,PJME
1659,p43,SPPN
1660,p98,SRCA
1661,p111,PJMW
1662,p87,MISS
1663,p122,PJME
1664,p94,SRSE
1665,p104,PJMW
1666,p39,RMRG
1667,p28,SRSG
1668,p1,NWPP
1669,p90,SRSE
1670,p38,SPPN
1671,p94,SRSE
1672,p7,NWPP
1673,p3,NWPP
1674,p134,ISNE
1675,p99,PJMD
1676,p118,PJMW
1677,p94,SRSE
1678,p9,CANO
1679,p87,MISS
1680,p58,MISS
1681,p89,SRSE
1682,p50,SPPS
1683,p81,MISC
1684,p112,PJMW
1685,p12,BASN
1686,p123,PJME
1687,p122,PJME
1688,p94,SRSE
1689,p123,PJME
1690,p63,TRE
1691,p90,SRSE
1692,p80,MISC
1693,p94,SRSE
1694,p55,SPPC
1695,p92,SRCE
1696,p16,BASN
1697,p94,SRSE
1698,p56,SPPS
1699,p91,SRSE
1700,p87,SRSE
1701,p123,PJME
1702,p87,SRSE
1703,p52,SPPC
1704,p55,SPPC
1705,p37,SPPN
1706,p87,SRSE
1707,p134,ISNE
1708,p99,PJMW
1709,p9,CANO
1710,p88,SRCE
1711,p50,SPPS
1712,p92,SRCE
1713,p38,SPPN
1714,p81,MISC
1715,p126,PJME
1716,p112,PJMW
1717,p50,SPPS
1718,p91,SRSE
1719,p23,RMRG
1720,p97,SRCA
1721,p131,ISNE
1722,p38,SPPN
1723,p85,MISS
1724,p53,SPPC
1725,p65,TRE
1726,p109,SRCE
1727,p40,SPPN
1729,p47,SPPS
1730,p38,SPPN
1731,p14,NWPP
1732,p107,MISC
1733,p131,ISNE
1734,p50,SPPS
1735,p65,TRE
1736,p87,MISS
1737,p98,PJMD
1738,p94,SRSE
1739,p64,TRE
1740,p83,MISC
1741,p12,BASN
1742,p116,PJMW
1743,p88,SRCE
1744,p53,SPPC
1745,p99,PJMD
1746,p63,TRE
1747,p130,ISNE
1748,p118,PJMW
1749,p94,SRSE
1750,p94,SRSE
1751,p85,MISS
1752,p133,ISNE
1753,p53,SPPC
1754,p108,SRCE
1755,p72,MISC
1756,p97,SRCA
1757,p64,TRE
1758,p72,MISC
1759,p94,SRSE
1760,p68,MISW
1761,p68,MISW
1762,p86,MISS
1763,p28,SRSG
1764,p56,SPPS
1765,p113,PJMW
1766,p89,SRCE
1767,p103,MISE
1768,p112,PJMW
1769,p101,FRCC
1770,p98,SRCA
1771,p85,MISS
1772,p63,TRE
1773,p96,SRCA
1774,p108,SRCE
1775,p103,MISE
1776,p105,PJMW
1777,p46,MISW
1778,p48,SPPS
1779,p60,TRE
1780,p53,SPPC
1781,p134,ISNE
1782,p130,ISNE
1783,p101,FRCC
1784,p115,PJMW
1785,p85,MISS
1786,p103,MISE
1787,p108,SRCE
1788,p87,MISS
1789,p54,SPPC
1790,p108,SRCE
1791,p134,ISNE
1792,p112,PJMW
1793,p42,SPPN
1794,p55,SPPC
1795,p20,NWPP
1796,p112,PJMW
1797,p33,RMRG
1798,p94,SRCE
1799,p28,SRSG
1800,p112,PJMW
1801,p34,RMRG
1802,p103,MISE
1803,p63,TRE
1804,p35,MISW
1805,p12,BASN
1806,p117,PJMW
1807,p92,SRCE
1808,p71,MISC
1809,p36,SPPN
1810,p107,MISC
1811,p84,MISC
1812,p9,CANO
1813,p69,MISW
1814,p6,NWPP
1815,p109,SRCE
1816,p12,BASN
1817,p133,ISNE
1818,p69,MISW
1819,p70,MISW
1820,p40,SPPN
1821,p99,PJMD
1822,p35,SPPN
1823,p92,SRCE
1824,p103,MISE
1825,p41,SPPN
1826,p131,ISNE
1827,p26,BASN
1828,p103,MISE
1829,p118,PJMW
1830,p97,SRCA
1831,p76,MISW
1832,p123,PJME
1833,p54,SPPC
1834,p58,SPPS
1835,p74,MISW
1836,p75,MISW
1837,p25,BASN
1838,p43,MISW
1839,p103,MISE
1840,p94,SRSE
1841,p94,SRSE
1842,p10,CASO
1843,p105,PJMW
1844,p99,PJMD
1845,p9,NWPP
1846,p109,SRCE
1847,p18,NWPP
1848,p107,MISC
1849,p90,SRSE
1850,p7,NWPP
1851,p48,SPPS
1852,p99,PJMD
1853,p72,MISC
1854,p65,TRE
1855,p40,SPPN
1856,p37,SPPN
1857,p84,MISC
1858,p97,SRCA
1859,p51,SPPS
1860,p70,MISW
1861,p92,SRCE
1862,p115,PJMW
1863,p48,TRE
1864,p52,SPPC
1865,p10,CASO
1866,p92,SRCE
1867,p41,SPPN
1868,p116,PJMW
1869,p52,SPPC
1870,p122,PJME
1871,p112,PJMW
1872,p94,SRSE
1873,p61,TRE
1874,p85,MISS
1875,p53,SPPC
1876,p92,SRCE
1877,p38,SPPN
1878,p81,MISC
1879,p39,SPPN
1880,p85,MISS
1881,p53,SPPC
1882,p17,NWPP
1883,p101,FRCC
1884,p94,SRSE
1885,p92,SRCE
1886,p70,MISW
1887,p94,SRSE
1888,p81,MISC
1889,p99,PJMD
1890,p98,SRCA
1891,p116,PJMW
1892,p50,SPPS
1893,p43,SPPN
1894,p99,PJMD
1895,p105,MISC
1896,p40,SPPN
1897,p105,MISC
1898,p97,SRCA
1899,p114,PJMW
1900,p116,PJMW
1901,p56,SPPS
1902,p123,PJME
1903,p112,PJMW
1904,p56,MISS
1905,p94,SRSE
1907,p94,SRSE
1908,p65,TRE
1909,p38,SPPN
1910,p90,SRSE
1911,p92,SRCE
1912,p35,MISW
1913,p116,PJMW
1914,p127,NYCW
1915,p99,PJMD
1916,p53,SPPC
1917,p127,NYUP
1919,p98,SRCA
1920,p111,PJMW
1921,p40,SPPN
1922,p53,SPPC
1923,p50,SPPS
1924,p81,MISC
1925,p43,MISW
1926,p58,MISS
1927,p108,SRCE
1928,p98,PJMD
1929,p63,TRE
1930,p116,PJMW
1931,p107,MISC
1932,p76,MISW
1933,p126,PJME
1934,p118,SRCE
1935,p92,SRCE
1936,p127,NYUP
1937,p127,NYUP
1938,p94,SRSE
1939,p45,MISW
1940,p101,FRCC
1941,p81,MISC
1942,p64,TRE
1943,p109,SRCE
1944,p40,SPPN
1945,p126,PJME
1946,p87,MISS
1947,p48,SPPS
1948,p43,MISW
1949,p9,CANO
1950,p38,SPPN
1951,p126,PJME
1952,p43,MISW
1953,p76,MISW
1954,p31,SRSG
1955,p77,MISW
1956,p127,NYUP
1957,p81,MISC
1958,p72,MISC
1959,p58,MISS
1960,p105,MISC
1961,p110,PJMW
1962,p94,SRSE
1963,p70,MISW
1964,p40,SPPN
1966,p110,PJMW
1967,p50,SPPS
1968,p122,PJME
1969,p47,SPPS
1970,p92,SRCE
1971,p54,SPPC
1972,p10,CASO
1973,p94,SRSE
1974,p63,TRE
1975,p9,CANO
1976,p47,SPPS
1977,p75,MISW
1978,p64,TRE
1979,p12,BASN
1981,p96,SRCA
1982,p97,SRCA
1983,p97,SRCA
1984,p38,SPPN
1985,p129,ISNE
1986,p81,MISC
1987,p101,FRCC
1988,p33,RMRG
1989,p85,MISS
1990,p103,MISE
1991,p53,SPPC
1992,p99,PJMD
1993,p94,SRSE
1994,p134,ISNE
1995,p94,SRSE
1996,p103,MISE
1997,p34,RMRG
1998,p122,PJME
1999,p64,TRE
2000,p81,MISC
2001,p101,FRCC
2002,p15,BASN
2003,p80,PJMC
2004,p63,TRE
2005,p96,SRCA
2006,p94,SRSE
2007,p70,MISW
2008,p103,MISE
2009,p103,MISE
2010,p9,CANO
2011,p87,MISS
2012,p85,MISS
2013,p109,SRCE
2014,p64,TRE
2015,p9,CANO
2016,p51,SPPS
2017,p77,MISW
2018,p56,MISS
2019,p56,SPPS
2020,p9,CANO
2021,p54,MISC
2022,p56,MISS
2023,p61,TRE
2024,p10,CASO
2025,p99,PJMD
2026,p15,BASN
2027,p63,TRE
2028,p70,MISW
2029,p3,NWPP
2030,p58,SPPS
2031,p94,SRSE
2032,p38,SPPN
2033,p127,NYUP
2034,p98,SRCA
2035,p25,BASN
2036,p81,MISC
2038,p87,MISS
2039,p50,SPPS
2040,p94,SRSE
2041,p134,ISNE
2042,p99,PJMD
2043,p55,MISC
2044,p53,SPPC
2045,p54,SPPC
2046,p98,SRCA
2047,p63,MISS
2048,p99,PJMD
2049,p72,MISC
2050,p89,SRSE
2051,p8,NWPP
2052,p89,SRSE
2053,p3,NWPP
2054,p89,SRSE
2055,p36,SPPN
2056,p94,SRSE
2057,p84,MISC
2058,p63,TRE
2059,p127,NYUP
2060,p85,MISS
2061,p37,SPPN
2062,p12,BASN
2063,p127,NYUP
2064,p56,MISS
2065,p53,SPPC
2066,p109,SRCE
2067,p42,SPPN
2069,p126,PJME
2070,p97,SRCA
2071,p81,MISC
2072,p103,MISW
2073,p75,MISW
2074,p99,PJMD
2075,p112,PJMW
2076,p103,MISE
2077,p113,PJMW
2078,p70,MISW
2079,p15,BASN
2080,p65,TRE
2081,p57,SPPS
2082,p26,BASN
2083,p99,PJMD
2084,p38,SPPN
2085,p87,SRSE
2086,p97,SRCA
2087,p99,PJMD
2088,p94,SRSE
2089,p34,RMRG
2090,p50,SPPS
2091,p38,SPPN
2092,p105,MISC
2093,p49,SPPS
2094,p112,PJMW
2095,p47,SPPS
2096,p103,MISE
2097,p81,MISC
2098,p31,SRSG
2099,p53,SPPC
2100,p38,SPPN
2101,p26,BASN
2102,p99,PJMD
2103,p103,MISE
2104,p51,SPPS
2105,p44,SPPN
2106,p94,SRSE
2107,p16,BASN
2108,p99,PJMD
2109,p111,PJMW
2110,p103,MISE
2111,p37,SPPN
2112,p43,MISW
2113,p65,TRE
2114,p90,SRSE
2115,p58,MISS
2116,p94,SRSE
2117,p127,NYUP
2118,p96,SRCA
2119,p122,PJME
2120,p97,SRCA
2121,p22,RMRG
2122,p60,TRE
2123,p94,SRSE
2124,p112,PJMW
2125,p105,PJMW
2126,p112,PJMW
2127,p55,SPPC
2128,p12,BASN
2129,p105,MISC
2130,p54,SPPC
2131,p31,SRSG
2132,p94,SRSE
2133,p94,SRSE
2134,p63,TRE
2135,p33,RMRG
2136,p81,MISC
2137,p127,NYUP
2138,p88,SRCE
2139,p81,MISC
2140,p127,NYUP
2141,p36,SPPN
2142,p93,SRCE
2143,p90,SRSE
2144,p114,PJMW
2145,p52,SPPC
2146,p31,SRSG
2147,p54,SPPC
2148,p127,NYUP
2149,p94,SRSE
2150,p112,PJMW
2151,p24,RMRG
2152,p54,SPPC
2153,p118,PJMW
2154,p98,PJMD
2155,p107,MISC
2156,p73,MISC
2157,p126,PJME
2158,p78,MISW
2159,p125,PJME
2160,p94,SRSE
2161,p68,MISW
2162,p132,ISNE
2163,p62,TRE
2164,p98,SRCA
2165,p25,BASN
2166,p23,RMRG
2167,p112,PJMW
2168,p32,RMRG
2169,p87,MISS
2170,p63,SPPS
2171,p76,MISW
2172,p39,SPPN
2173,p81,MISC
2174,p87,MISS
2175,p25,BASN
2176,p52,SPPC
2177,p50,SPPS
2178,p5,NWPP
2179,p70,MISW
2180,p118,PJMW
2181,p80,PJMC
2182,p88,MISS
2183,p101,FRCC
2184,p109,SRCE
2185,p92,SRCE
2187,p127,NYCW
2188,p16,BASN
2189,p58,SPPS
2190,p54,SPPC
2191,p116,PJMW
2192,p105,PJMW
2193,p94,SRSE
2194,p118,PJMW
2195,p87,MISS
2196,p53,SPPC
2197,p65,TRE
2198,p61,TRE
2199,p87,MISS
2200,p43,MISW
2201,p36,SPPN
2202,p93,SRCE
2203,p123,PJME
2204,p92,SRCE
2205,p79,MISW
2206,p40,SPPN
2207,p70,MISW
2208,p93,SRCE
2209,p110,SRCE
2210,p50,SPPS
2211,p74,MISW
2212,p36,SPPN
2213,p46,MISW
2214,p58,MISS
2215,p60,TRE
2216,p86,MISS
2217,p33,RMRG
2218,p32,RMRG
2219,p58,SPPS
2220,p103,MISE
2221,p86,MISS
2222,p127,NYUP
2223,p6,NWPP
2224,p40,SPPN
2225,p101,FRCC
2226,p129,ISNE
2227,p71,MISC
2228,p70,MISW
2229,p105,MISC
2230,p54,SPPC
2231,p56,SPPS
2232,p99,PJMD
2233,p81,MISC
2234,p117,PJMW
2235,p98,SRCA
2236,p38,SPPN
2237,p53,SPPC
2238,p43,MISW
2239,p91,SRSE
2240,p54,MISC
2241,p17,NWPP
2242,p17,NWPP
2243,p50,SPPS
2244,p15,BASN
2245,p92,SRCE
2246,p45,SPPN
2247,p52,SPPC
2248,p101,FRCC
2249,p20,NWPP
2250,p45,MISW
2251,p107,MISC
2252,p94,SRSE
2253,p58,MISS
2254,p95,SRCA
2255,p45,SPPN
2256,p121,PJMW
2257,p87,MISS
2258,p122,PJME
2259,p116,PJMW
2260,p46,MISW
2261,p5,NWPP
2262,p2,NWPP
2263,p93,SRCE
2264,p5,NWPP
2265,p40,SPPN
2266,p92,SRCE
2267,p34,RMRG
2268,p69,MISW
2269,p39,SPPN
2270,p101,FRCC
2271,p99,PJMD
2272,p61,TRE
2273,p54,SPPC
2274,p94,SRSE
2275,p68,MISW
2276,p87,MISS
2277,p127,NYCW
2278,p107,PJMW
2279,p39,SPPN
2280,p87,MISS
2281,p63,TRE
2282,p103,MISE
2283,p116,PJMW
2284,p117,PJMW
2285,p96,SRCA
2286,p51,SPPS
2287,p99,PJMD
2288,p34,RMRG
2289,p101,FRCC
2290,p48,SPPS
2291,p70,MISW
2292,p119,PJME
2293,p96,SRCA
2294,p35,NWPP
2295,p39,SPPN
2296,p122,PJME
2297,p92,SRCE
2298,p92,SRCE
2299,p84,MISC
2300,p92,SRCE
2301,p85,MISS
2302,p94,SRSE
2303,p88,SRCE
2304,p109,SRCE
2305,p81,MISC
2306,p70,SPPN
2307,p53,SPPC
2308,p36,SPPN
2310,p107,MISC
2311,p34,RMRG
2312,p76,MISW
2313,p103,MISE
2314,p97,SRCA
2315,p43,MISW
2316,p99,PJMD
2317,p97,SRCA
2318,p118,PJMW
2319,p46,MISW
2320,p72,MISC
2321,p93,SRCE
2322,p38,SPPN
2323,p9,CANO
2324,p52,SPPC
2325,p38,SPPN
2326,p122,PJMW
2327,p122,PJME
2328,p36,SPPN
2329,p66,MISS
2330,p52,SPPC
2331,p75,MISW
2332,p94,SRSE
2333,p79,MISW
2334,p53,SPPC
2335,p118,PJMW
2336,p127,NYUP
2337,p50,SPPS
2338,p36,SPPN
2339,p112,PJMW
2340,p107,MISC
2341,p48,SPPS
2342,p20,NWPP
2343,p43,MISW
2344,p94,SRSE
2345,p105,PJMW
2346,p115,PJMW
2347,p99,PJMD
2348,p64,TRE
2349,p133,ISNE
2350,p109,SRCE
2351,p51,SPPS
2352,p61,TRE
2353,p63,TRE
2354,p123,PJME
2355,p97,SRCA
2357,p98,PJMD
2358,p17,NWPP
2359,p98,PJMD
2360,p112,PJMW
2361,p63,TRE
2362,p25,BASN
2363,p90,SRSE
2364,p56,SPPS
2365,p53,SPPC
2366,p15,NWPP
2367,p50,SPPS
2368,p81,MISC
2369,p38,SPPN
2370,p101,FRCC
2371,p111,PJMW
2372,p94,SRSE
2373,p86,MISS
2374,p9,CANO
2375,p18,NWPP
2376,p44,SPPN
2377,p38,SPPN
2378,p63,TRE
2379,p20,NWPP
2380,p118,SRCE
2381,p50,SPPS
2382,p15,BASN
2383,p122,PJME
2385,p43,MISW
2386,p52,SPPC
2387,p118,PJMW
2388,p98,PJMD
2389,p26,BASN
2390,p83,MISC
2391,p101,FRCC
2392,p87,MISS
2393,p9,CANO
2394,p43,MISW
2395,p94,SRSE
2396,p101,FRCC
2397,p118,PJMW
2398,p56,SPPS
2399,p24,RMRG
2400,p112,PJMW
2401,p9,CANO
2402,p38,SPPN
2403,p50,SPPS
2404,p76,MISW
2405,p109,PJMW
2406,p41,SPPN
2407,p93,SRCE
2408,p85,SPPS
2409,p92,SRCE
2410,p70,MISW
2411,p96,SRCA
2412,p92,SRCE
2414,p126,PJME
2415,p53,SPPC
2416,p99,PJMD
2417,p9,CANO
2418,p109,SRCE
2419,p21,BASN
2420,p65,TRE
2421,p92,SRCE
2422,p40,SPPN
2423,p53,SPPC
2424,p31,SRSG
2425,p57,SPPS
2426,p116,PJMW
2427,p85,MISS
2428,p88,SRCE
2429,p48,SPPS
2430,p107,MISC
2431,p129,ISNE
2432,p81,MISC
2433,p14,NWPP
2434,p95,SRCA
2435,p64,TRE
2436,p105,PJMW
2437,p61,TRE
2438,p109,SRCE
2439,p14,NWPP
2440,p40,SPPN
2441,p99,PJMD
2442,p92,SRCE
2443,p34,RMRG
2444,p39,SPPN
2445,p99,PJMD
2446,p70,MISW
2447,p109,PJMW
2448,p107,MISC
2449,p92,SRCE
2450,p56,SPPS
2451,p105,PJMW
2452,p31,SRSG
2453,p40,SPPN
2454,p88,SRSE
2455,p97,SRCA
2456,p99,PJMD
2457,p117,PJMW
2458,p9,CANO
2459,p58,MISS
2460,p126,PJME
2461,p34,RMRG
2462,p60,TRE
2463,p97,SRCA
2464,p90,SRSE
2466,p116,PJMW
2468,p35,MISW
2469,p112,PJMW
2470,p52,SPPC
2471,p53,SPPC
2472,p31,SRSG
2473,p85,MISS
2474,p34,RMRG
2475,p70,SPPN
2476,p20,NWPP
2477,p97,SRCA
2478,p95,SRCA
2479,p107,MISC
2480,p134,ISNE
2481,p60,TRE
2482,p65,TRE
2484,p122,PJME
2485,p124,PJME
2486,p18,NWPP
2487,p53,SPPC
2488,p100,PJMW
2489,p89,SRSE
2491,p84,MISC
2492,p96,SRCA
2493,p134,ISNE
2494,p94,SRSE
2495,p44,MISW
2496,p86,MISS
2497,p85,MISS
2498,p94,SRSE
2499,p33,RMRG
2500,p1,NWPP
2501,p82,MISC
2502,p113,PJMW
2503,p2,NWPP
2504,p85,SPPS
2505,p99,PJMD
2506,p94,SRSE
2507,p60,SPPS
2508,p82,MISC
2509,p63,TRE
2510,p92,SRCE
2511,p98,SRCA
2512,p2,NWPP
2513,p94,SRSE
2514,p99,PJMD
2515,p107,MISC
2516,p95,SRCA
2517,p9,CANO
2518,p87,MISS
2519,p123,PJME
2520,p48,SPPS
2521,p12,BASN
2522,p108,SRCE
2523,p65,TRE
2524,p109,SRCE
2525,p40,SPPN
2526,p92,SRCE
2527,p37,SPPN
2528,p92,SRCE
2529,p79,MISW
2530,p109,SRCE
2531,p112,PJMW
2532,p94,SRSE
2533,p6,NWPP
2534,p94,SRSE
2535,p111,PJMW
2536,p116,PJMW
2537,p48,TRE
2538,p39,SPPN
2539,p99,PJMD
2540,p122,PJME
2541,p91,SRSE
2542,p61,TRE
2543,p53,SPPC
2544,p33,RMRG
2545,p2,NWPP
2546,p43,MISW
2547,p88,SRCE
2548,p87,MISS
2549,p131,ISNE
2550,p37,MISW
2551,p94,SRSE
2552,p116,PJMW
2553,p63,TRE
2554,p98,PJMD
2555,p53,SPPC
2556,p87,SRSE
2557,p37,SPPN
2558,p40,SPPN
2559,p109,SRCE
2560,p6,NWPP
2561,p12,BASN
2562,p116,PJMW
2563,p63,TRE
2564,p92,SRCE
2565,p9,CANO
2566,p94,SRCE
2567,p112,PJMW
2568,p109,SRCE
2569,p7,NWPP
2570,p70,MISW
2571,p109,SRCE
2572,p41,SPPN
2573,p62,TRE
2574,p90,SRSE
2575,p111,PJMW
2576,p54,SPPC
2577,p96,SRCA
2578,p69,MISW
2579,p98,PJMD
2580,p5,NWPP
2581,p70,MISW
2582,p90,SRSE
2583,p39,SPPN
2584,p56,SPPS
2585,p90,SRSE
2586,p96,SRCA
2587,p101,FRCC
2588,p123,PJME
2589,p9,CANO
2590,p107,MISC
2591,p101,FRCC
2592,p58,MISS
2593,p105,MISC
2594,p43,MISW
2595,p18,NWPP
2596,p81,MISC
2597,p117,PJMW
2598,p53,SPPC
2599,p99,PJMD
2600,p130,ISNE
2601,p50,SPPS
2602,p90,SRSE
2603,p94,SRSE
2604,p33,RMRG
2605,p55,SPPC
2606,p122,PJMW
2607,p127,NYUP
2608,p55,SPPC
2609,p28,SRSG
2610,p45,SPPN
2611,p92,SRCE
2612,p34,RMRG
2613,p115,PJMW
2614,p69,MISW
2615,p122,PJME
2616,p33,RMRG
2617,p90,SRSE
2618,p61,TRE
2619,p70,MISW
2620,p38,SPPN
2621,p65,TRE
2622,p98,SRCA
2623,p121,PJMW
2624,p58,MISS
2625,p133,ISNE
2626,p72,MISC
2627,p94,SRSE
2628,p109,SRCE
2629,p65,TRE
2630,p45,SPPN
2631,p98,PJMD
2632,p58,MISS
2633,p70,MISW
2634,p64,TRE
2635,p2,NWPP
2636,p51,SPPS
2637,p99,PJMD
2638,p103,MISE
2639,p99,PJMW
2640,p116,PJMW
2641,p109,SRCE
2642,p74,MISW
2643,p81,MISC
2644,p103,MISE
2645,p58,SPPS
2646,p38,SPPN
2647,p94,SRSE
2648,p64,MISS
2649,p39,RMRG
2650,p36,SPPN
2651,p5,NWPP
2652,p94,SRSE
2653,p97,SRCA
2654,p127,NYUP
2655,p17,NWPP
2656,p62,TRE
2657,p50,SPPS
2658,p80,PJMC
2659,p107,MISC
2660,p97,SRCA
2661,p103,MISE
2662,p58,MISS
2663,p42,MISW
2664,p62,TRE
2665,p48,SPPS
2666,p85,MISS
2667,p83,MISC
2668,p37,SPPN
2669,p9,CANO
2670,p43,MISW
2671,p45,SPPN
2672,p92,SRCE
2673,p109,SRCE
2674,p70,MISW
2676,p110,PJMW
2677,p63,TRE
2678,p127,NYUP
2679,p40,SPPN
2680,p109,SRCE
2681,p68,MISW
2682,p81,MISC
2683,p58,MISS
2684,p103,MISE
2685,p50,SPPS
2686,p94,SRSE
2687,p117,PJMW
2688,p94,SRSE
2689,p38,SPPN
2690,p99,PJMD
2691,p61,SRSG
2692,p89,SRSE
2693,p64,TRE
2694,p31,RMRG
2695,p89,SRSE
2696,p77,MISW
2697,p105,MISC
2698,p84,MISS
2699,p127,NYUP
2700,p127,NYUP
2701,p122,PJME
2702,p63,TRE
2703,p72,MISC
2704,p53,SPPC
2705,p52,SPPC
2706,p92,SRCE
2707,p81,MISC
2708,p122,PJME
2709,p50,SPPS
2710,p25,BASN
2711,p16,BASN
2712,p63,TRE
2713,p61,TRE
2714,p36,SPPN
2715,p77,MISW
2716,p58,MISS
2717,p110,PJMW
2718,p85,MISS
2719,p77,MISW
2720,p94,SRSE
2721,p90,SRSE
2722,p68,MISW
2723,p90,SRSE
2724,p109,SRCE
2725,p38,SPPN
2726,p112,PJMW
2727,p34,RMRG
2728,p17,NWPP
2729,p112,PJMW
2730,p107,MISC
2731,p122,PJMW
2732,p40,SPPN
2733,p37,MISW
2734,p75,MISW
2735,p81,MISC
2736,p75,MISW
2737,p103,MISE
2738,p122,PJME
2739,p94,SRSE
2740,p92,SRCE
2741,p55,SPPC
2742,p81,MISC
2744,p92,SRCE
2745,p71,MISC
2746,p93,SRCE
2747,p116,PJMW
2748,p33,RMRG
2749,p48,SPPS
