county_id,ba,nercregion
2750,p18,NWPP
2751,p118,PJMW
2752,p94,SRSE
2753,p43,MISW
2754,p40,SPPN
2755,p65,TRE
2756,p76,MISW
2757,p103,MISE
2758,p5,NWPP
2759,p53,SPPC
2760,p75,MISW
2761,p118,PJMW
2762,p129,ISNE
2763,p122,PJME
2764,p94,SRSE
2765,p105,PJMW
2766,p92,SRCE
2767,p53,SPPC
2768,p71,MISC
2769,p94,SRSE
2770,p46,MISW
2771,p79,MISW
2772,p53,SPPC
2773,p87,MISS
2774,p107,MISC
2775,p70,MISW
2776,p110,PJMW
2777,p94,SRSE
2778,p16,BASN
2779,p9,CANO
2780,p89,SRCE
2781,p81,MISC
2782,p9,CANO
2783,p9,CANO
2784,p101,FRCC
2785,p99,PJMD
2786,p2,NWPP
2787,p34,RMRG
2788,p99,PJMD
2789,p94,SRSE
2790,p112,PJMW
2791,p65,TRE
2792,p96,SRCA
2793,p105,MISC
2794,p66,SPPS
2795,p89,SRSE
2796,p108,SRCE
2797,p46,MISW
2798,p90,SRSE
2799,p40,SPPN
2800,p69,MISW
2801,p80,PJMC
2802,p70,MISW
2803,p64,TRE
2804,p75,MISW
2805,p74,MISW
2806,p81,MISC
2807,p94,SRSE
2808,p43,MISW
2809,p94,SRSE
2810,p31,SRSG
2811,p94,SRSE
2812,p97,SRCA
2813,p105,PJMW
2814,p57,SPPS
2815,p98,PJMD
2816,p88,MISS
2817,p96,SRCA
2818,p99,PJMD
2819,p70,SPPN
2820,p91,SRSE
2821,p34,RMRG
2822,p28,SRSG
2823,p87,MISS
2824,p25,BASN
2825,p1,NWPP
2826,p127,NYUP
2827,p116,PJMW
2828,p85,MISS
2829,p43,MISW
2830,p31,SRSG
2831,p94,SRSE
2832,p83,MISC
2833,p53,SPPC
2834,p99,PJMD
2835,p103,MISE
2836,p80,PJMC
2837,p98,SRCA
2838,p40,SPPN
2839,p105,PJMW
2840,p90,SRSE
2841,p94,SRSE
2842,p99,PJMD
2843,p68,MISW
2844,p90,SRSE
2845,p112,PJMW
2846,p112,PJMW
2847,p48,SPPS
2848,p89,SRSE
2849,p21,BASN
2850,p94,SRSE
2851,p37,SPPN
2852,p63,TRE
2853,p85,SPPS
2854,p126,PJME
2855,p85,MISS
2856,p85,MISS
2857,p97,SRCA
2858,p92,SRCE
2859,p43,SPPN
2860,p52,SPPC
2861,p55,SPPC
2862,p66,MISS
2863,p99,PJME
2864,p16,BASN
2865,p83,MISC
2866,p127,NYUP
2867,p94,SRSE
2868,p75,MISW
2869,p31,SRSG
2870,p31,SRSG
2871,p87,MISS
2872,p97,SRCA
2873,p38,SPPN
2874,p64,MISS
2875,p38,SPPN
2876,p134,ISNE
2877,p107,MISC
2878,p9,CANO
2879,p103,MISE
2880,p23,RMRG
2881,p53,SPPC
2882,p75,MISW
2883,p92,SRCE
2884,p99,PJMD
2885,p45,MISW
2886,p65,TRE
2887,p76,MISW
2888,p70,MISW
2889,p109,SRCE
2890,p42,MISW
2891,p40,SPPN
2892,p105,MISC
2893,p16,BASN
2894,p99,PJMD
2895,p102,FRCC
2896,p131,ISNE
2897,p85,MISS
2898,p94,SRSE
2899,p43,MISW
2900,p41,SPPN
2901,p45,SPPN
2902,p88,SRCE
2903,p70,MISW
2904,p17,NWPP
2905,p50,SPPS
2906,p92,SRCE
2907,p70,MISW
2908,p83,MISC
2909,p53,SPPC
2910,p99,PJMD
2911,p76,MISW
2912,p50,SPPS
2913,p73,MISC
2914,p112,PJMW
2915,p87,MISS
2917,p105,MISC
2918,p24,BASN
2919,p85,MISS
2920,p87,MISS
2921,p101,FRCC
2922,p9,CANO
2923,p97,SRCA
2924,p111,PJMW
2925,p113,PJMW
2926,p66,MISS
2927,p80,PJMC
2928,p81,MISC
2929,p107,MISC
2930,p43,MISW
2931,p99,PJMD
2932,p109,SRCE
2933,p12,BASN
2934,p2,NWPP
2935,p85,MISS
2936,p87,SRSE
2937,p99,PJMD
2938,p43,MISW
2939,p53,SPPC
2940,p57,SPPS
2941,p127,NYUP
2942,p16,BASN
2943,p63,TRE
2944,p113,PJMW
2945,p98,SRCA
2946,p98,PJMD
2947,p15,BASN
2948,p65,TRE
2949,p63,TRE
2950,p15,BASN
2951,p53,SPPC
2952,p50,SPPS
2953,p123,PJME
2954,p103,MISE
2955,p18,NWPP
2956,p43,MISW
2957,p94,SRSE
2958,p83,MISC
2959,p109,SRCE
2960,p107,MISC
2961,p25,BASN
2962,p45,MISW
2963,p94,SRSE
2964,p109,SRCE
2965,p16,BASN
2967,p45,SPPN
2968,p83,MISC
2969,p54,SPPC
2970,p55,SPPC
2971,p109,SRCE
2972,p33,RMRG
2973,p52,SPPC
2974,p93,SRCE
2975,p45,SPPN
2976,p81,MISC
2977,p103,MISE
2978,p82,MISC
2979,p65,TRE
2980,p60,TRE
2981,p118,PJMW
2982,p87,MISS
2983,p43,MISW
2984,p132,ISNE
2985,p50,SPPS
2986,p46,MISW
2987,p84,MISC
2988,p63,SPPS
2989,p59,SRSG
2990,p122,PJME
2991,p53,SPPC
2992,p17,NWPP
2993,p20,NWPP
2994,p109,SRCE
2995,p54,SPPC
2996,p18,NWPP
2997,p109,SRCE
2998,p94,SRSE
2999,p94,SRSE
3000,p109,SRCE
3001,p17,NWPP
3002,p127,NYUP
3003,p34,RMRG
3004,p105,PJMW
3005,p89,SRSE
3006,p109,SRCE
3007,p37,SPPN
3008,p48,SPPS
3009,p103,MISE
3010,p37,SPPN
3011,p52,SPPC
3012,p60,TRE
3013,p63,TRE
3014,p51,SPPS
3015,p60,TRE
3016,p34,RMRG
3017,p63,TRE
3018,p45,MISW
3019,p96,SRCA
3020,p43,MISW
3021,p109,SRCE
3022,p98,SRCA
3023,p28,SRSG
3024,p96,SRCA
3025,p103,MISE
3026,p65,TRE
3027,p24,RMRG
3028,p109,SRCE
3029,p58,SPPS
3030,p21,BASN
3031,p58,MISS
3032,p46,MISW
3033,p94,SRCE
3034,p94,SRSE
3035,p105,PJMW
3036,p103,MISE
3037,p48,SPPS
3038,p21,BASN
3039,p58,MISS
3040,p96,SRCA
3041,p60,TRE
3042,p34,RMRG
3043,p122,PJME
3044,p72,MISC
3045,p127,NYUP
3046,p48,SPPS
3047,p52,SPPC
3048,p94,SRSE
3049,p43,SPPN
3050,p92,SRCE
3051,p70,MISW
3052,p62,TRE
3053,p92,SRCE
3054,p107,MISC
3055,p87,MISS
3056,p80,PJMC
3057,p101,FRCC
3058,p38,SPPN
3059,p98,SRCA
3060,p34,RMRG
3061,p100,PJMW
3062,p101,FRCC
3063,p103,MISE
3064,p40,SPPN
3065,p75,MISW
3066,p50,SPPS
3067,p127,NYUP
3068,p103,MISE
3069,p15,NWPP
3070,p40,SPPN
3071,p50,SPPS
3072,p99,PJMD
3073,p40,SPPN
3074,p5,NWPP
3075,p127,PJME
3076,p62,TRE
3077,p40,SPPN
3078,p5,NWPP
3079,p32,SPPN
3080,p58,SPPS
3081,p94,SRSE
3082,p103,MISE
3083,p38,SPPN
3084,p89,SRCE
3085,p99,PJMD
3086,p116,PJMW
3087,p96,SRCA
3088,p127,NYUP
3089,p116,PJMW
3090,p50,SPPS
3091,p101,FRCC
3092,p92,SRCE
3093,p61,TRE
3094,p92,SRCE
3095,p33,RMRG
3096,p127,NYUP
3097,p72,MISC
3098,p116,PJMW
3100,p118,PJMW
3101,p72,MISC
3102,p60,TRE
3103,p92,SRCE
3104,p121,PJMW
3105,p45,SPPN
3106,p80,PJMC
3107,p63,MISS
3108,p99,PJMD
3109,p98,SRCA
3110,p5,NWPP
3111,p40,SPPN
3112,p93,SRCE
3113,p40,SPPN
3114,p92,SRCE
3115,p69,MISW
3116,p97,SRCA
3117,p94,SRSE
3118,p1,NWPP
3119,p122,PJME
3120,p116,PJMW
3121,p77,MISW
3122,p64,TRE
3123,p54,SPPC
3124,p58,SPPS
3125,p64,TRE
3126,p2,NWPP
3127,p94,SRSE
3128,p131,ISNE
3129,p87,SRSE
3130,p5,NWPP
3131,p39,SPPN
3132,p40,SPPN
3133,p122,PJME
3134,p92,SRCE
3135,p127,NYUP
3136,p71,MISC
3137,p120,PJMW
3138,p105,MISC
3139,p92,SRCE
3140,p94,SRSE
3141,p43,MISW
3142,p118,PJMW
3143,p1,NWPP
