ba,year,elec_price_res,elec_price_com,elec_price_ind,elec_price_trans,nerc_region_abbr,scenario
p1,2014,0.17347019,0.15703484,0.12193415999999999,0.15002125,NWPP,AEO2025 Low Zero-Carbon Technology Cost
p1,2015,0.17347019,0.15703484,0.12193415999999999,0.15002125,NWPP,AEO2025 Low Zero-Carbon Technology Cost
p1,2016,0.17347019,0.15703484,0.12193415999999999,0.15002125,NWPP,AEO2025 Low Zero-Carbon Technology Cost
p1,2017,0.17347019,0.15703484,0.12193415999999999,0.15002125,NWPP,AEO2025 Low Zero-Carbon Technology Cost
p1,2018,0.17347019,0.15703484,0.12193415999999999,0.15002125,NWPP,AEO2025 Low Zero-Carbon Technology Cost
p1,2019,0.17347019,0.15703484,0.12193415999999999,0.15002125,NWPP,AEO2025 Low Zero-Carbon Technology Cost
p1,2020,0.17347019,0.15703484,0.12193415999999999,0.15002125,NWPP,AEO2025 Low Zero-Carbon Technology Cost
p1,2021,0.17347019,0.15703484,0.12193415999999999,0.15002125,NWPP,AEO2025 Low Zero-Carbon Technology Cost
p1,2022,0.17347019,0.15703484,0.12193415999999999,0.15002125,NWPP,AEO2025 Low Zero-Carbon Technology Cost
p1,2023,0.17347019,0.15703484,0.12193415999999999,0.15002125,NWPP,AEO2025 Low Zero-Carbon Technology Cost
p1,2024,0.17347019,0.15703484,0.12193415999999999,0.15002125,NWPP,AEO2025 Low Zero-Carbon Technology Cost
p1,2025,0.16650333,0.14667667,0.1124586,0.14142859,NWPP,AEO2025 Low Zero-Carbon Technology Cost
p1,2026,0.12931138,0.10757871,0.07350795,0.10340688999999999,NWPP,AEO2025 Low Zero-Carbon Technology Cost
p1,2027,0.1143291,0.09266543000000001,0.06380508,0.08728316,NWPP,AEO2025 Low Zero-Carbon Technology Cost
p1,2028,0.11470430999999999,0.09236067,0.06316096,0.08658381,NWPP,AEO2025 Low Zero-Carbon Technology Cost
p1,2029,0.11527062,0.0917333,0.06283468,0.08598558,NWPP,AEO2025 Low Zero-Carbon Technology Cost
p1,2030,0.11832751999999999,0.09372451,0.06480013999999999,0.08789422999999999,NWPP,AEO2025 Low Zero-Carbon Technology Cost
p1,2031,0.12298709000000001,0.09701891,0.06751319,0.09095354,NWPP,AEO2025 Low Zero-Carbon Technology Cost
p1,2032,0.12748899,0.09998832,0.07030847999999999,0.09406688,NWPP,AEO2025 Low Zero-Carbon Technology Cost
p1,2033,0.13126523,0.10189697,0.07203556,0.09610866,NWPP,AEO2025 Low Zero-Carbon Technology Cost
p1,2034,0.13569005,0.10452188,0.07442092,0.09870082,NWPP,AEO2025 Low Zero-Carbon Technology Cost
p1,2035,0.1388467,0.10580911999999999,0.07517591,0.10003379000000001,NWPP,AEO2025 Low Zero-Carbon Technology Cost
