ba,year,elec_price_res,elec_price_com,elec_price_ind,elec_price_trans,nerc_region_abbr,scenario
p32,2049,0.23848648,0.16004867999999997,0.12846147,0.19108898,RMRG,AEO2023 Reference case
p32,2050,0.24436422,0.16316418,0.13105452,0.19427954,RMRG,AEO2023 Reference case
p33,2014,0.12945257,0.1029321,0.07757613000000001,0.13705891,RMRG,AEO2023 Reference case
p33,2015,0.12945257,0.1029321,0.07757613000000001,0.13705891,RMRG,AEO2023 Reference case
p33,2016,0.12945257,0.1029321,0.07757613000000001,0.13705891,RMRG,AEO2023 Reference case
p33,2017,0.12945257,0.1029321,0.07757613000000001,0.13705891,RMRG,AEO2023 Reference case
p33,2018,0.12945257,0.1029321,0.07757613000000001,0.13705891,RMRG,AEO2023 Reference case
p33,2019,0.12945257,0.1029321,0.07757613000000001,0.13705891,RMRG,AEO2023 Reference case
p33,2020,0.12945257,0.1029321,0.07757613000000001,0.13705891,RMRG,AEO2023 Reference case
p33,2021,0.12945257,0.1029321,0.07757613000000001,0.13705891,RMRG,AEO2023 Reference case
p33,2022,0.12945257,0.1029321,0.07757613000000001,0.13705891,RMRG,AEO2023 Reference case
p33,2023,0.12945257,0.1029321,0.07757613000000001,0.13705891,RMRG,AEO2023 Reference case
p33,2024,0.12945257,0.1029321,0.07757613000000001,0.13705891,RMRG,AEO2023 Reference case
p33,2025,0.13069909000000002,0.10237035,0.07662917,0.13834652,RMRG,AEO2023 Reference case
p33,2026,0.132549,0.10249994,0.07659962000000001,0.13938614,RMRG,AEO2023 Reference case
p33,2027,0.13562531,0.10386333,0.07760505000000001,0.14149731,RMRG,AEO2023 Reference case
p33,2028,0.13654992,0.10340299,0.0778447,0.13961029,RMRG,AEO2023 Reference case
p33,2029,0.14054832,0.10543805,0.07931692,0.14200883,RMRG,AEO2023 Reference case
p33,2030,0.14367903,0.10640484,0.08002157,0.14310078,RMRG,AEO2023 Reference case
p33,2031,0.14732456000000002,0.10816545,0.08186718000000001,0.14425675999999998,RMRG,AEO2023 Reference case
p33,2032,0.15089477,0.10956787,0.08304431,0.14553629,RMRG,AEO2023 Reference case
p33,2033,0.15471684,0.11133801,0.08475511,0.14685407,RMRG,AEO2023 Reference case
p33,2034,0.1584366,0.11304273000000001,0.08630335,0.14809255,RMRG,AEO2023 Reference case
p33,2035,0.16244701,0.11520129000000001,0.08840787,0.14966329,RMRG,AEO2023 Reference case
p33,2036,0.16656694000000002,0.11704479,0.08985682,0.1520222,RMRG,AEO2023 Reference case
p33,2037,0.17295694,0.12229713,0.09537689,0.15586302999999999,RMRG,AEO2023 Reference case
p33,2038,0.18113071000000003,0.12879472,0.1014574,0.16188629,RMRG,AEO2023 Reference case
p33,2039,0.18723598,0.13429989,0.10780737,0.16492560999999997,RMRG,AEO2023 Reference case
p33,2040,0.19561224,0.13974493000000002,0.1119565,0.17156273,RMRG,AEO2023 Reference case
p33,2041,0.20158504,0.14298132,0.11444576,0.17522133,RMRG,AEO2023 Reference case
p33,2042,0.20642413999999998,0.14530526,0.11624749,0.17750204,RMRG,AEO2023 Reference case
p33,2043,0.20969612,0.14646747,0.11740759,0.17802422,RMRG,AEO2023 Reference case
p33,2044,0.2145072,0.14888631,0.11940695,0.18040539,RMRG,AEO2023 Reference case
p33,2045,0.21966354,0.15142812,0.12141719000000001,0.18322845000000001,RMRG,AEO2023 Reference case
p33,2046,0.22440632000000002,0.15369038,0.12304448000000001,0.18539295,RMRG,AEO2023 Reference case
p33,2047,0.22735877999999998,0.15469178,0.12427329000000001,0.18548742000000001,RMRG,AEO2023 Reference case
p33,2048,0.23286743000000001,0.15725683000000001,0.12622986,0.18821819,RMRG,AEO2023 Reference case
p33,2049,0.23848648,0.16004867999999997,0.12846147,0.19108898,RMRG,AEO2023 Reference case
p33,2050,0.24436422,0.16316418,0.13105452,0.19427954,RMRG,AEO2023 Reference case
p34,2014,0.12945257,0.1029321,0.07757613000000001,0.13705891,RMRG,AEO2023 Reference case
p34,2015,0.12945257,0.1029321,0.07757613000000001,0.13705891,RMRG,AEO2023 Reference case
p34,2016,0.12945257,0.1029321,0.07757613000000001,0.13705891,RMRG,AEO2023 Reference case
p34,2017,0.12945257,0.1029321,0.07757613000000001,0.13705891,RMRG,AEO2023 Reference case
p34,2018,0.12945257,0.1029321,0.07757613000000001,0.13705891,RMRG,AEO2023 Reference case
p34,2019,0.12945257,0.1029321,0.07757613000000001,0.13705891,RMRG,AEO2023 Reference case
p34,2020,0.12945257,0.1029321,0.07757613000000001,0.13705891,RMRG,AEO2023 Reference case
p34,2021,0.12945257,0.1029321,0.07757613000000001,0.13705891,RMRG,AEO2023 Reference case
p34,2022,0.12945257,0.1029321,0.07757613000000001,0.13705891,RMRG,AEO2023 Reference case
p34,2023,0.12945257,0.1029321,0.07757613000000001,0.13705891,RMRG,AEO2023 Reference case
p34,2024,0.12945257,0.1029321,0.07757613000000001,0.13705891,RMRG,AEO2023 Reference case
p34,2025,0.13069909000000002,0.10237035,0.07662917,0.13834652,RMRG,AEO2023 Reference case
p34,2026,0.132549,0.10249994,0.07659962000000001,0.13938614,RMRG,AEO2023 Reference case
p34,2027,0.13562531,0.10386333,0.07760505000000001,0.14149731,RMRG,AEO2023 Reference case
p34,2028,0.13654992,0.10340299,0.0778447,0.13961029,RMRG,AEO2023 Reference case
p34,2029,0.14054832,0.10543805,0.07931692,0.14200883,RMRG,AEO2023 Reference case
p34,2030,0.14367903,0.10640484,0.08002157,0.14310078,RMRG,AEO2023 Reference case
p34,2031,0.14732456000000002,0.10816545,0.08186718000000001,0.14425675999999998,RMRG,AEO2023 Reference case
p34,2032,0.15089477,0.10956787,0.08304431,0.14553629,RMRG,AEO2023 Reference case
p34,2033,0.15471684,0.11133801,0.08475511,0.14685407,RMRG,AEO2023 Reference case
p34,2034,0.1584366,0.11304273000000001,0.08630335,0.14809255,RMRG,AEO2023 Reference case
p34,2035,0.16244701,0.11520129000000001,0.08840787,0.14966329,RMRG,AEO2023 Reference case
p34,2036,0.16656694000000002,0.11704479,0.08985682,0.1520222,RMRG,AEO2023 Reference case
p34,2037,0.17295694,0.12229713,0.09537689,0.15586302999999999,RMRG,AEO2023 Reference case
p34,2038,0.18113071000000003,0.12879472,0.1014574,0.16188629,RMRG,AEO2023 Reference case
p34,2039,0.18723598,0.13429989,0.10780737,0.16492560999999997,RMRG,AEO2023 Reference case
p34,2040,0.19561224,0.13974493000000002,0.1119565,0.17156273,RMRG,AEO2023 Reference case
p34,2041,0.20158504,0.14298132,0.11444576,0.17522133,RMRG,AEO2023 Reference case
p34,2042,0.20642413999999998,0.14530526,0.11624749,0.17750204,RMRG,AEO2023 Reference case
p34,2043,0.20969612,0.14646747,0.11740759,0.17802422,RMRG,AEO2023 Reference case
p34,2044,0.2145072,0.14888631,0.11940695,0.18040539,RMRG,AEO2023 Reference case
p34,2045,0.21966354,0.15142812,0.12141719000000001,0.18322845000000001,RMRG,AEO2023 Reference case
p34,2046,0.22440632000000002,0.15369038,0.12304448000000001,0.18539295,RMRG,AEO2023 Reference case
p34,2047,0.22735877999999998,0.15469178,0.12427329000000001,0.18548742000000001,RMRG,AEO2023 Reference case
