ba,year,elec_escalation_res,elec_escalation_com,elec_escalation_ind,elec_escalation_trans,nerc_region_abbr,scenario
p113,2042,1.3172952444884365,1.2926367439545923,1.255554059412816,1.2978712854226897,PJMW,AEO2025 High Oil Price
p113,2043,1.3587929266753211,1.3321118319303527,1.2959580645304711,1.3375974068958543,PJMW,AEO2025 High Oil Price
p113,2044,1.3957169719855909,1.3672431885565346,1.3300634498609751,1.3734521690644799,PJMW,AEO2025 High Oil Price
p113,2045,1.4328607158779947,1.401732331607028,1.3634192465072301,1.4081996125582945,PJMW,AEO2025 High Oil Price
p113,2046,1.4734490592613378,1.4386525159265178,1.3984892204679948,1.446006706719885,PJMW,AEO2025 High Oil Price
p113,2047,1.515521407001805,1.475239981359356,1.4332374884534125,1.4837534723022814,PJMW,AEO2025 High Oil Price
p113,2048,1.5617062462343199,1.515330913769764,1.4701936608573278,1.5248746715088204,PJMW,AEO2025 High Oil Price
p113,2049,1.6098712124418106,1.558273100274747,1.508182806906336,1.5686193374913775,PJMW,AEO2025 High Oil Price
p113,2050,1.661765167288488,1.6035082730962427,1.5506735077087697,1.6151507706232215,PJMW,AEO2025 High Oil Price
p114,2014,1.0,1.0,1.0,1.0,PJMW,AEO2025 High Oil Price
p114,2015,1.0,1.0,1.0,1.0,PJMW,AEO2025 High Oil Price
p114,2016,1.0,1.0,1.0,1.0,PJMW,AEO2025 High Oil Price
p114,2017,1.0,1.0,1.0,1.0,PJMW,AEO2025 High Oil Price
p114,2018,1.0,1.0,1.0,1.0,PJMW,AEO2025 High Oil Price
p114,2019,1.0,1.0,1.0,1.0,PJMW,AEO2025 High Oil Price
p114,2020,1.0,1.0,1.0,1.0,PJMW,AEO2025 High Oil Price
p114,2021,1.0,1.0,1.0,1.0,PJMW,AEO2025 High Oil Price
p114,2022,1.0,1.0,1.0,1.0,PJMW,AEO2025 High Oil Price
p114,2023,1.0,1.0,1.0,1.0,PJMW,AEO2025 High Oil Price
p114,2024,1.0,1.0,1.0,1.0,PJMW,AEO2025 High Oil Price
p114,2025,1.0010018033707386,0.9976391958008715,0.9979400866817112,1.0044157214293974,PJMW,AEO2025 High Oil Price
p114,2026,0.9649013506960781,0.9692238255430531,0.949538951617496,0.9685983960366272,PJMW,AEO2025 High Oil Price
p114,2027,0.936847878055928,0.9395187865614794,0.9102064528777494,0.9340024351259104,PJMW,AEO2025 High Oil Price
p114,2028,0.9417034799161073,0.9455582068951836,0.9144198590083071,0.938695668019597,PJMW,AEO2025 High Oil Price
p114,2029,0.9623646355098707,0.9662695140715655,0.9349554766975415,0.9600693398508033,PJMW,AEO2025 High Oil Price
p114,2030,0.9866880113212647,0.9912727819903443,0.9613392834647786,0.9864629279641229,PJMW,AEO2025 High Oil Price
p114,2031,1.0304889270044535,1.0415839741424364,1.0103700687893968,1.0332784012695118,PJMW,AEO2025 High Oil Price
p114,2032,1.0735686190635065,1.083933540410386,1.0618704423663585,1.0798055370231119,PJMW,AEO2025 High Oil Price
p114,2033,1.110448960147633,1.1188053182444861,1.1024023253445663,1.118971429128671,PJMW,AEO2025 High Oil Price
p114,2034,1.128507671061354,1.1301871104251728,1.112987499939131,1.1279937747517623,PJMW,AEO2025 High Oil Price
p114,2035,1.1409720332431936,1.1359371153240272,1.1183746723923766,1.1380702176729516,PJMW,AEO2025 High Oil Price
p114,2036,1.1671343111213126,1.155681715274724,1.140179435503933,1.162042481071495,PJMW,AEO2025 High Oil Price
p114,2037,1.198099274807672,1.1848288090365353,1.167134246559101,1.191130525343747,PJMW,AEO2025 High Oil Price
p114,2038,1.2257940403365766,1.2133252220672777,1.1888411958104332,1.2176015489073462,PJMW,AEO2025 High Oil Price
p114,2039,1.2459659302354493,1.2318495839683363,1.200408425796013,1.2341598431324714,PJMW,AEO2025 High Oil Price
p114,2040,1.259222717221259,1.2415162530273105,1.204951053902,1.2443367785910566,PJMW,AEO2025 High Oil Price
p114,2041,1.286922400341378,1.2632776487499777,1.2269038081137655,1.2679993001884813,PJMW,AEO2025 High Oil Price
